tail_number,date,aircraft,origin_code,origin,destination_code,destination,departure,arrival,duration,distance_mi,Owner,origin_Latitude,origin_Longitude,destination_Latitude,destination_Longitude,airport_origin,city_origin,origin_state,country_origin,airport_destination,city_destination,destination_state,country_destination,departure_shift,arrival_shift,duration_min,day_name,weekends
N481HC,2020-12-29,BE20,KCDC,Cedar City Rgnl (KCDC),KSGU,St George Rgnl (KSGU),12:41AM MST,01:05AM MST,0:23,51.1193872317354,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.70100021362305,-113.0989990234375,37.036389,-113.510306,Cedar City Regional Airport,Cedar City,UT,US,St George Municipal Airport,St George,UT,US,night,night,23,Tuesday,0
N481HC,2020-12-28,BE20,KSLC,Salt Lake City Intl (KSLC),KCDC,Cedar City Rgnl (KCDC),10:05PM MST,10:58PM MST,0:52,221.30324543251956,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.70100021362305,-113.0989990234375,Salt Lake City International Airport,Salt Lake City,UT,US,Cedar City Regional Airport,Cedar City,UT,US,night,night,52,Monday,0
N481HC,2020-12-27,BE20,KJAC,Jackson Hole (KJAC),KSLC,Salt Lake City Intl (KSLC),02:53AM MST,03:38AM MST,0:45,204.69706601969528,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.6072998046875,-110.73799896240234,40.78839874267578,-111.97799682617188,Jackson Hole Airport,Jackson,WY,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,45,Sunday,1
N481HC,2020-12-27,BE20,KSLC,Salt Lake City Intl (KSLC),KJAC,Jackson Hole (KJAC),12:20AM MST,01:19AM MST,0:59,204.69706601969528,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.6072998046875,-110.73799896240234,Salt Lake City International Airport,Salt Lake City,UT,US,Jackson Hole Airport,Jackson,WY,US,night,night,59,Sunday,1
N481HC,2020-12-26,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),08:12PM MST,09:12PM MST,0:59,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,59,Saturday,1
N481HC,2020-12-26,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),05:12PM MST,06:20PM MST,1:08,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,68,Saturday,1
N481HC,2020-12-24,BE20,KCDC,Cedar City Rgnl (KCDC),KSLC,Salt Lake City Intl (KSLC),03:31PM MST,04:22PM MST,0:51,221.30324543251956,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.70100021362305,-113.0989990234375,40.78839874267578,-111.97799682617188,Cedar City Regional Airport,Cedar City,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,51,Thursday,0
N481HC,2020-12-24,BE20,KSLC,Salt Lake City Intl (KSLC),KRIF,Richfield Muni (KRIF),01:06PM MST,02:25PM MST,1:19,141.71567898347863,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,38.73640060424805,-112.0989990234375,Salt Lake City International Airport,Salt Lake City,UT,US,Richfield Municipal Airport,Richfield,UT,US,day,day,79,Thursday,0
N481HC,2020-12-23,BE20,KPVU,Provo Muni (KPVU),KSLC,Salt Lake City Intl (KSLC),07:25PM MST,07:40PM MST,0:15,41.50741058975575,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,40.78839874267578,-111.97799682617188,Provo Municipal Airport,Provo,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,15,Wednesday,0
N481HC,2020-12-23,BE20,K67L,Mesquite (67L),KPVU,Provo Muni (KPVU),03:50PM PST,05:59PM MST,1:09,265.40707643020517,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.83499908,-114.0550003,40.219200134277,-111.72299957275,Mesquite Airport,Mesquite,NV,US,Provo Municipal Airport,Provo,UT,US,day,day,69,Wednesday,0
N481HC,2020-12-23,BE20,KSLC,Salt Lake City Intl (KSLC),K67L,Mesquite (67L),02:14PM MST,02:12PM PST,0:58,294.817887072304,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,36.83499908,-114.0550003,Salt Lake City International Airport,Salt Lake City,UT,US,Mesquite Airport,Mesquite,NV,US,day,day,58,Wednesday,0
N481HC,2020-12-22,BE20,K74V,Roosevelt Muni (74V),KSLC,Salt Lake City Intl (KSLC),05:34PM MST,06:11PM MST,0:37,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.78839874267578,-111.97799682617188,Roosevelt Municipal Airport,Roosevelt,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,37,Tuesday,0
N481HC,2020-12-22,BE20,KSLC,Salt Lake City Intl (KSLC),K74V,Roosevelt Muni (74V),03:56PM MST,04:24PM MST,0:27,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.278301,-110.051003,Salt Lake City International Airport,Salt Lake City,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,day,day,27,Tuesday,0
N481HC,2020-12-21,BE20,KVEL,Vernal Rgnl (KVEL),KSLC,Salt Lake City Intl (KSLC),09:42PM MST,10:20PM MST,0:38,131.96502823460784,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.4408989,-109.5100021,40.78839874267578,-111.97799682617188,Vernal Regional Airport,Vernal,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,38,Monday,0
N481HC,2020-12-21,BE20,KSLC,Salt Lake City Intl (KSLC),KVEL,Vernal Rgnl (KVEL),08:04PM MST,08:36PM MST,0:31,131.96502823460784,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.4408989,-109.5100021,Salt Lake City International Airport,Salt Lake City,UT,US,Vernal Regional Airport,Vernal,UT,US,night,night,31,Monday,0
N481HC,2020-12-21,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),12:06AM MST,01:11AM MST,1:05,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,65,Monday,0
N481HC,2020-12-20,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),09:02PM MST,10:05PM MST,1:02,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,62,Sunday,1
N481HC,2020-12-20,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),12:15PM MST,01:25PM MST,1:09,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,69,Sunday,1
N481HC,2020-12-20,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),09:16AM MST,10:11AM MST,0:55,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,55,Sunday,1
N481HC,2020-12-19,BE20,KBIL,Billings Logan Intl (KBIL),KSLC,Salt Lake City Intl (KSLC),01:27PM MST,02:47PM MST,1:19,387.27906884319987,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",45.807701110839844,-108.54299926757812,40.78839874267578,-111.97799682617188,Billings Logan International Airport,Billings,MT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,79,Saturday,1
N481HC,2020-12-19,BE20,KSLC,Salt Lake City Intl (KSLC),KBIL,Billings Logan Intl (KBIL),09:58AM MST,11:33AM MST,1:35,387.27906884319987,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,45.807701110839844,-108.54299926757812,Salt Lake City International Airport,Salt Lake City,UT,US,Billings Logan International Airport,Billings,MT,US,day,day,95,Saturday,1
N481HC,2020-12-19,BE20,KJAC,Jackson Hole (KJAC),KSLC,Salt Lake City Intl (KSLC),12:33AM MST,01:20AM MST,0:46,204.69706601969528,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.6072998046875,-110.73799896240234,40.78839874267578,-111.97799682617188,Jackson Hole Airport,Jackson,WY,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,46,Saturday,1
N481HC,2020-12-18,BE20,KSLC,Salt Lake City Intl (KSLC),KJAC,Jackson Hole (KJAC),08:43PM MST,10:12PM MST,1:28,204.69706601969528,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.6072998046875,-110.73799896240234,Salt Lake City International Airport,Salt Lake City,UT,US,Jackson Hole Airport,Jackson,WY,US,night,night,88,Friday,0
N481HC,2020-12-18,BE20,KJAC,Jackson Hole (KJAC),KSLC,Salt Lake City Intl (KSLC),04:56PM MST,05:45PM MST,0:49,204.69706601969528,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.6072998046875,-110.73799896240234,40.78839874267578,-111.97799682617188,Jackson Hole Airport,Jackson,WY,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,49,Friday,0
N481HC,2020-12-18,BE20,KSLC,Salt Lake City Intl (KSLC),KJAC,Jackson Hole (KJAC),02:20PM MST,03:29PM MST,1:09,204.69706601969528,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.6072998046875,-110.73799896240234,Salt Lake City International Airport,Salt Lake City,UT,US,Jackson Hole Airport,Jackson,WY,US,day,day,69,Friday,0
N481HC,2020-12-16,BE20,KAFO,Afton Muni (KAFO),KSLC,Salt Lake City Intl (KSLC),11:35PM MST,12:11AM MST (+1),0:35,143.09293975430643,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",42.711200714099995,-110.94200134299999,40.78839874267578,-111.97799682617188,Afton Municipal Airport,Afton,WY,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,35,Wednesday,0
N481HC,2020-12-16,BE20,KSLC,Salt Lake City Intl (KSLC),KAFO,Afton Muni (KAFO),09:49PM MST,10:22PM MST,0:32,143.09293975430643,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,42.711200714099995,-110.94200134299999,Salt Lake City International Airport,Salt Lake City,UT,US,Afton Municipal Airport,Afton,WY,US,night,night,32,Wednesday,0
N481HC,2020-12-16,BE20,KEKO,Elko Rgnl (KEKO),KSLC,Salt Lake City Intl (KSLC),07:42AM PST,09:27AM MST,0:44,199.97456899800557,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.82490158081055,-115.79199981689452,40.78839874267578,-111.97799682617188,Elko Regional Airport,Elko,NV,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,44,Wednesday,0
N481HC,2020-12-16,BE20,KSLC,Salt Lake City Intl (KSLC),KEKO,Elko Rgnl (KEKO),06:14AM MST,06:06AM PST,0:52,199.97456899800557,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.82490158081055,-115.79199981689452,Salt Lake City International Airport,Salt Lake City,UT,US,Elko Regional Airport,Elko,NV,US,night,night,52,Wednesday,0
N481HC,2020-12-15,BE20,K74V,Roosevelt Muni (74V),KSLC,Salt Lake City Intl (KSLC),07:15PM MST,07:47PM MST,0:32,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.78839874267578,-111.97799682617188,Roosevelt Municipal Airport,Roosevelt,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,32,Tuesday,0
N481HC,2020-12-15,BE20,KSLC,Salt Lake City Intl (KSLC),K74V,Roosevelt Muni (74V),05:14PM MST,05:42PM MST,0:27,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.278301,-110.051003,Salt Lake City International Airport,Salt Lake City,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,day,day,27,Tuesday,0
N481HC,2020-12-13,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),10:44AM MST,11:51AM MST,1:07,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,67,Sunday,1
N481HC,2020-12-13,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),08:20AM MST,09:18AM MST,0:57,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,57,Sunday,1
N481HC,2020-12-13,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),06:20AM MST,07:32AM MST,1:11,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,day,71,Sunday,1
N481HC,2020-12-13,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),04:59AM MST,05:53AM MST,0:54,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,night,night,54,Sunday,1
N481HC,2020-12-13,BE20,KOGD,Ogden-Hinckley (KOGD),KSLC,Salt Lake City Intl (KSLC),02:57AM MST,03:08AM MST,0:11,28.176017558125785,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.195899963379,-112.0120010376,40.78839874267578,-111.97799682617188,Ogden Hinckley Airport,Ogden,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,11,Sunday,1
N481HC,2020-12-13,BE20,KRXE,Rexburg-Madison County (KRXE),KOGD,Ogden-Hinckley (KOGD),01:51AM MST,02:28AM MST,0:36,182.39158777245828,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.8339,-111.805002,41.195899963379,-112.0120010376,Rexburg Madison County Airport,Rexburg,ID,US,Ogden Hinckley Airport,Ogden,UT,US,night,night,36,Sunday,1
N481HC,2020-12-13,BE20,KIDA,Idaho Falls Rgnl (KIDA),KRXE,Rexburg-Madison County (KRXE),01:07AM MST,01:20AM MST,0:13,25.760330103424696,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.514599,-112.070999,43.8339,-111.805002,Idaho Falls Regional Airport,Idaho Falls,ID,US,Rexburg Madison County Airport,Rexburg,ID,US,night,night,13,Sunday,1
N481HC,2020-12-12,BE20,KSLC,Salt Lake City Intl (KSLC),KIDA,Idaho Falls Rgnl (KIDA),10:28PM MST,11:15PM MST,0:47,188.22177634653892,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.514599,-112.070999,Salt Lake City International Airport,Salt Lake City,UT,US,Idaho Falls Regional Airport,Idaho Falls,ID,US,night,night,47,Saturday,1
N481HC,2020-12-12,BE20,KBOI,Gowen Field (KBOI),KSLC,Salt Lake City Intl (KSLC),11:39AM MST,12:48PM MST,1:08,290.1084943575274,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.5644,-116.223,40.78839874267578,-111.97799682617188,Boise Air Terminal/Gowen Field,Boise,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,68,Saturday,1
N481HC,2020-12-12,BE20,KSLC,Salt Lake City Intl (KSLC),KBOI,Gowen Field (KBOI),08:24AM MST,09:37AM MST,1:12,290.1084943575274,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.5644,-116.223,Salt Lake City International Airport,Salt Lake City,UT,US,Boise Air Terminal/Gowen Field,Boise,ID,US,day,day,72,Saturday,1
N481HC,2020-12-11,BE20,KEVW,Evanston-Uinta Co  (KEVW),KSLC,Salt Lake City Intl (KSLC),08:24PM MST,08:40PM MST,0:16,59.620227898121044,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",41.27479935,-111.0350037,40.78839874267578,-111.97799682617188,Evanston-Uinta County Airport-Burns Field,Evanston,WY,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,16,Friday,0
N481HC,2020-12-11,BE20,KSLC,Salt Lake City Intl (KSLC),KEVW,Evanston-Uinta Co  (KEVW),05:59PM MST,06:22PM MST,0:22,59.620227898121044,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,41.27479935,-111.0350037,Salt Lake City International Airport,Salt Lake City,UT,US,Evanston-Uinta County Airport-Burns Field,Evanston,WY,US,day,day,22,Friday,0
N481HC,2020-12-11,BE20,K74V,Roosevelt Muni (74V),KSLC,Salt Lake City Intl (KSLC),10:49AM MST,11:18AM MST,0:29,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.278301,-110.051003,40.78839874267578,-111.97799682617188,Roosevelt Municipal Airport,Roosevelt,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,29,Friday,0
N481HC,2020-12-11,BE20,KSLC,Salt Lake City Intl (KSLC),K74V,Roosevelt Muni (74V),09:55AM MST,10:24AM MST,0:28,107.37806622712841,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,40.278301,-110.051003,Salt Lake City International Airport,Salt Lake City,UT,US,Roosevelt Municipal Airport,Roosevelt,UT,US,day,day,28,Friday,0
N481HC,2020-12-09,BE20,KIDA,Idaho Falls Rgnl (KIDA),KSLC,Salt Lake City Intl (KSLC),10:49PM MST,11:33PM MST,0:44,188.22177634653892,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.514599,-112.070999,40.78839874267578,-111.97799682617188,Idaho Falls Regional Airport,Idaho Falls,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,44,Wednesday,0
N481HC,2020-12-09,BE20,KSLC,Salt Lake City Intl (KSLC),KIDA,Idaho Falls Rgnl (KIDA),07:20PM MST,08:03PM MST,0:42,188.22177634653892,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.514599,-112.070999,Salt Lake City International Airport,Salt Lake City,UT,US,Idaho Falls Regional Airport,Idaho Falls,ID,US,night,night,42,Wednesday,0
N481HC,2020-12-08,BE20,KRIW,Central Wyoming Rgnl (KRIW),KSLC,Salt Lake City Intl (KSLC),08:00PM MST,09:03PM MST,1:03,239.84955083158988,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.064201355,-108.459999084,40.78839874267578,-111.97799682617188,Riverton Regional Airport,Riverton,WY,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,63,Tuesday,0
N481HC,2020-12-08,BE20,KSLC,Salt Lake City Intl (KSLC),KRIW,Central Wyoming Rgnl (KRIW),05:47PM MST,06:42PM MST,0:54,239.84955083158988,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.064201355,-108.459999084,Salt Lake City International Airport,Salt Lake City,UT,US,Riverton Regional Airport,Riverton,WY,US,day,day,54,Tuesday,0
N481HC,2020-12-06,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),05:34PM MST,06:32PM MST,0:58,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,58,Sunday,1
N481HC,2020-12-06,BE20,KSLC,Salt Lake City Intl (KSLC),KSGU,St George Rgnl (KSGU),02:33PM MST,03:35PM MST,1:02,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.036389,-113.510306,Salt Lake City International Airport,Salt Lake City,UT,US,St George Municipal Airport,St George,UT,US,day,day,62,Sunday,1
N481HC,2020-12-05,BE20,KLAS,McCarran Intl (KLAS),KSLC,Salt Lake City Intl (KSLC),07:24PM PST,09:45PM MST,1:20,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.08010101,-115.1520004,40.78839874267578,-111.97799682617188,McCarran International Airport,Las Vegas,NV,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,80,Saturday,1
N481HC,2020-12-05,BE20,KSLC,Salt Lake City Intl (KSLC),KLAS,McCarran Intl (KLAS),05:29PM MST,05:48PM PST,1:19,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,36.08010101,-115.1520004,Salt Lake City International Airport,Salt Lake City,UT,US,McCarran International Airport,Las Vegas,NV,US,day,day,79,Saturday,1
N481HC,2020-12-04,BE20,KLAS,McCarran Intl (KLAS),KSLC,Salt Lake City Intl (KSLC),09:37AM PST,12:01PM MST,1:23,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",36.08010101,-115.1520004,40.78839874267578,-111.97799682617188,McCarran International Airport,Las Vegas,NV,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,day,83,Friday,0
N481HC,2020-12-04,BE20,KSLC,Salt Lake City Intl (KSLC),KLAS,McCarran Intl (KLAS),08:01AM MST,08:18AM PST,1:16,367.5158611103906,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,36.08010101,-115.1520004,Salt Lake City International Airport,Salt Lake City,UT,US,McCarran International Airport,Las Vegas,NV,US,day,day,76,Friday,0
N481HC,2020-12-03,BE20,KPVU,Provo Muni (KPVU),KSLC,Salt Lake City Intl (KSLC),10:52PM MST,11:08PM MST,0:16,41.50741058975575,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.219200134277,-111.72299957275,40.78839874267578,-111.97799682617188,Provo Municipal Airport,Provo,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,16,Thursday,0
N481HC,2020-12-03,BE20,K1L1,Lincoln County (1L1),KPVU,Provo Muni (KPVU),08:34PM PST,10:26PM MST,0:52,221.88053965161075,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.7874984741,-114.42199707,40.219200134277,-111.72299957275,Lincoln County Airport,Panaca,NV,US,Provo Municipal Airport,Provo,UT,US,night,night,52,Thursday,0
N481HC,2020-12-03,BE20,KSLC,Salt Lake City Intl (KSLC),K1L1,Lincoln County (1L1),08:13PM MST,08:04PM PST,0:51,244.9682698111065,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,37.7874984741,-114.42199707,Salt Lake City International Airport,Salt Lake City,UT,US,Lincoln County Airport,Panaca,NV,US,night,night,51,Thursday,0
N481HC,2020-11-30,BE20,KIDA,Idaho Falls Rgnl (KIDA),KSLC,Salt Lake City Intl (KSLC),06:18PM MST,07:07PM MST,0:49,188.22177634653892,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",43.514599,-112.070999,40.78839874267578,-111.97799682617188,Idaho Falls Regional Airport,Idaho Falls,ID,US,Salt Lake City International Airport,Salt Lake City,UT,US,day,night,49,Monday,0
N481HC,2020-11-30,BE20,KSLC,Salt Lake City Intl (KSLC),KIDA,Idaho Falls Rgnl (KIDA),03:29PM MST,04:13PM MST,0:43,188.22177634653892,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",40.78839874267578,-111.97799682617188,43.514599,-112.070999,Salt Lake City International Airport,Salt Lake City,UT,US,Idaho Falls Regional Airport,Idaho Falls,ID,US,day,day,43,Monday,0
N481HC,2020-11-29,BE20,KSGU,St George Rgnl (KSGU),KSLC,Salt Lake City Intl (KSLC),07:22PM MST,08:24PM MST,1:01,271.6586946916214,"IHC HEALTH SERVICES INCSALT LAKE CITY, UT, US(Corporation)",37.036389,-113.510306,40.78839874267578,-111.97799682617188,St George Municipal Airport,St George,UT,US,Salt Lake City International Airport,Salt Lake City,UT,US,night,night,61,Sunday,1
